Symbol,Description,OrderID,Quantity,Action,Exchange,Side,Price,News
BMRN,Biomarin Pharmaceutical Inc,2117,164000,M,2,B,88.6,0
CA,CA Inc,2218,875000,M,2,S,37.96,0
CELG,Celgene Corp,3119,199000,M,3,B,119.4,0
CERN,Cerner Corp,3120,801000,M,3,B,57.89,0
CHKP,Check Point Software Technologies Ltd,1121,931000,M,1,B,97.91,0
CHTR,Charter Communications Inc,2122,103000,M,2,B,316.88,0
CMCSA,Comcast Corp,3123,524000,M,3,B,81.64,0
COST,Costco Wholesale Corp,3124,187000,M,3,B,161.83,50
CSCO,Cisco Systems Inc,2225,989000,M,2,S,30.57,100
CSX,CSX Corp,2226,733000,M,2,S,47.09,0
CTRP,Ctrip.Com International Ltd,2227,144000,M,2,S,43.13,0
CTSH,Cognizant Technology Solutions Corp,2228,175000,M,2,S,52.48,0
CTXS,Citrix Systems Inc,1229,879000,M,1,S,71.4,0
DISCA,Discovery Communications Inc,3230,386000,M,3,S,28.17,0
DISCK,Discovery Communications Inc,1231,552000,M,1,S,26.9,0
DISH,DISH Network Corp,2132,807000,M,2,B,61.15,50
DLTR,Dollar Tree Inc,3133,393000,M,3,B,76.4,0
EA,Electronic Arts,2234,144000,M,2,S,83.17,0
EBAY,eBay Inc,2135,848000,M,2,B,32.17,100
ESRX,Express Scripts Holding Co,1136,177000,M,1,B,69.1,0
EXPE,Expedia Inc,1237,763000,M,1,S,120.74,0
FAST,Fastenal Co,2238,367000,M,2,S,49.6,0
FB,Facebook,1239,762000,M,1,S,133.33,0
FISV,Fiserv Inc,2240,521000,M,2,S,105.51,100
FOX,21st Century Fox Class B,2141,963000,M,2,B,31.27,0
FOXA,21st Century Fox Class A,3142,467000,M,3,B,31.6,50
GILD,Gilead Sciences Inc,3143,406000,M,3,B,72.89,0
GOOG,Alphabet Class C,2244,615000,M,2,S,795.77,0
GOOGL,Alphabet Class A,1245,258000,M,1,S,815.35,0
HSIC,Henry Schein Inc,1146,646000,M,1,B,159.86,0
ILMN,Illumina Inc,3147,807000,M,3,B,161.58,0
INCY,Incyte Corp,2148,204000,M,2,B,124.32,100
INTC,Intel Corp,1249,760000,M,1,S,36.52,100
INTU,Intuit Inc,1150,120000,M,1,B,121.19,100
ISRG,Intuitive Surgical Inc,3251,567000,M,3,S,697.08,50
AAL,American Airlines Group Inc,3101,441000,M,3,B,44.01,0
AAPL,Apple Inc,2202,503000,M,2,S,120.9,0
ADBE,Adobe Systems Inc,1103,682000,M,1,B,109.89,0
ADI,Analog Devices Inc,3104,815000,M,3,B,76.12,0
ADP,Automatic Data Processing Inc,3105,220000,M,3,B,95.24,0
ADSK,Autodesk Inc,2106,480000,M,2,B,81.33,0
AKAM,Akamai Technologies Inc,1207,763000,M,1,S,68.76,50
ALXN,Alexion Pharmaceuticals Inc,1208,256000,M,1,S,132.31,0
AMAT,Applied Materials Inc,3109,544000,M,3,B,35.04,0
AMGN,Amgen Inc,2210,223000,M,2,S,159.93,0
AMZN,Amazon.com Inc,3111,571000,M,3,B,832.34,0
ATVI,Activision Blizzard Inc,2212,216000,M,2,S,31.5,0
AVGO,Broadcom Ltd,3213,701000,M,3,S,203.69,0
BBBY,Bed Bath & Beyond Inc,1214,936000,M,1,S,39.98,100
BIDU,Baidu Inc,1115,291000,M,1,B,173.82,0
BIIB,Biogen Inc,2116,882000,M,2,B,288.79,0
BMRN,Biomarin Pharmaceutical Inc,2217,318000,M,2,S,88.73,50
CA,CA Inc,2218,389000,M,2,S,30.87,0
CELG,Celgene Corp,3219,740000,M,3,S,117.43,0
CERN,Cerner Corp,3120,511000,M,3,B,53.89,50
CHKP,Check Point Software Technologies Ltd,1121,179000,M,1,B,97.91,0
CHTR,Charter Communications Inc,1122,208000,M,1,B,326.85,0
CMCSA,Comcast Corp,1123,202000,M,1,B,75.62,0
COST,Costco Wholesale Corp,3224,416000,M,3,S,165.52,0
CSCO,Cisco Systems Inc,1125,622000,M,1,B,37.54,50
CSX,CSX Corp,2126,955000,M,2,B,46.98,0
CTRP,Ctrip.Com International Ltd,1127,166000,M,1,B,42.97,0
CTSH,Cognizant Technology Solutions Corp,3128,903000,M,3,B,52.37,100
CTXS,Citrix Systems Inc,1129,998000,M,1,B,71.25,100
DISCA,Discovery Communications Inc,3230,201000,M,3,S,28.1,0
DISCK,Discovery Communications Inc,2131,440000,M,2,B,27.4,0
DISH,DISH Network Corp,2132,613000,M,2,B,66.13,0
DLTR,Dollar Tree Inc,3133,797000,M,3,B,76.45,0
EA,Electronic Arts,3134,963000,M,3,B,83.05,0
EBAY,eBay Inc,2235,796000,M,2,S,24.25,0
ESRX,Express Scripts Holding Co,1136,854000,M,1,B,69.09,0
EXPE,Expedia Inc,2237,503000,M,2,S,120.85,0
FAST,Fastenal Co,1238,632000,M,1,S,49.73,0
FB,Facebook,3239,566000,M,3,S,133.35,50
FISV,Fiserv Inc,3140,467000,M,3,B,99.45,0
FOX,21st Century Fox Class B,3241,300000,M,3,S,31.42,0
FOXA,21st Century Fox Class A,3242,149000,M,3,S,27.66,0
GILD,Gilead Sciences Inc,2143,819000,M,2,B,72.87,0
GOOG,Alphabet Class C,1244,520000,M,1,S,795.83,100
GOOGL,Alphabet Class A,1245,625000,M,1,S,815.44,0
HSIC,Henry Schein Inc,2146,704000,M,2,B,159.81,0
ILMN,Illumina Inc,3247,411000,M,3,S,161.67,50
INCY,Incyte Corp,2248,290000,M,2,S,134.51,50
INTC,Intel Corp,2149,980000,M,2,B,31.51,0
INTU,Intuit Inc,3250,685000,M,3,S,124.85,0
ISRG,Intuitive Surgical Inc,2251,486000,M,2,S,695.61,0
AAL,American Airlines Group Inc,2201,660000,M,2,S,44.04,0
AAPL,Apple Inc,1102,512000,M,1,B,128.79,0
ADBE,Adobe Systems Inc,3103,872000,M,3,B,113.36,50
ADI,Analog Devices Inc,1204,586000,M,1,S,76.25,0
ADP,Automatic Data Processing Inc,3205,233000,M,3,S,95.36,0
ADSK,Autodesk Inc,3206,581000,M,3,S,81.46,0
AKAM,Akamai Technologies Inc,3207,519000,M,3,S,71.9,0
ALXN,Alexion Pharmaceuticals Inc,2108,954000,M,2,B,132.28,0
AMAT,Applied Materials Inc,3209,424000,M,3,S,35.03,0
AMGN,Amgen Inc,2110,966000,M,2,B,159.72,50
AMZN,Amazon.com Inc,2211,547000,M,2,S,832.55,100
ATVI,Activision Blizzard Inc,3112,307000,M,3,B,40.31,0
AVGO,Broadcom Ltd,3213,952000,M,3,S,203.75,0
BBBY,Bed Bath & Beyond Inc,2214,697000,M,2,S,41.99,0
BIDU,Baidu Inc,3115,839000,M,3,B,173.84,0
BIIB,Biogen Inc,1116,873000,M,1,B,281.75,0
BMRN,Biomarin Pharmaceutical Inc,2217,845000,M,2,S,88.59,0
CA,CA Inc,3218,240000,M,3,S,31.09,0
CELG,Celgene Corp,1219,313000,M,1,S,117.47,100
CERN,Cerner Corp,2120,519000,M,2,B,57.88,0
CHKP,Check Point Software Technologies Ltd,1121,308000,M,1,B,97.93,0
CHTR,Charter Communications Inc,3222,324000,M,3,S,327.03,0
CMCSA,Comcast Corp,2123,824000,M,2,B,75.66,0
COST,Costco Wholesale Corp,1124,840000,M,1,B,161.85,100
CSCO,Cisco Systems Inc,2225,652000,M,2,S,34.11,0
CSX,CSX Corp,2126,968000,M,2,B,47.01,100
CTRP,Ctrip.Com International Ltd,3127,827000,M,3,B,42.93,0
CTSH,Cognizant Technology Solutions Corp,2128,980000,M,2,B,45.38,0
CTXS,Citrix Systems Inc,1129,139000,M,1,B,64.29,0
DISCA,Discovery Communications Inc,1130,225000,M,1,B,27.96,0
DISCK,Discovery Communications Inc,3131,778000,M,3,B,27.37,0
DISH,DISH Network Corp,2132,902000,M,2,B,61.1,0
DLTR,Dollar Tree Inc,3233,284000,M,3,S,76.54,0
EA,Electronic Arts,1134,129000,M,1,B,83.09,0
EBAY,eBay Inc,3235,668000,M,3,S,32.15,0
ESRX,Express Scripts Holding Co,3236,448000,M,3,S,69.25,0
EXPE,Expedia Inc,2137,578000,M,2,B,120.77,100
FAST,Fastenal Co,2238,602000,M,2,S,49.75,50
FB,Facebook,3239,465000,M,3,S,133.45,50
FISV,Fiserv Inc,2240,147000,M,2,S,105.54,0
FOX,21st Century Fox Class B,2141,774000,M,2,B,31.24,0
FOXA,21st Century Fox Class A,1242,745000,M,1,S,31.63,0
GILD,Gilead Sciences Inc,2243,957000,M,2,S,72.9,0
GOOG,Alphabet Class C,1144,815000,M,1,B,789.7,0
GOOGL,Alphabet Class A,2145,268000,M,2,B,815.27,0
HSIC,Henry Schein Inc,1246,480000,M,1,S,159.97,0
ILMN,Illumina Inc,1147,610000,M,1,B,162.62,0
INCY,Incyte Corp,2248,864000,M,2,S,129.51,0
INTC,Intel Corp,3149,897000,M,3,B,36.48,0
INTU,Intuit Inc,2150,597000,M,2,B,117.7,50
ISRG,Intuitive Surgical Inc,1251,875000,M,1,S,697.22,0
AAL,American Airlines Group Inc,1101,832000,M,1,B,43.99,50
AAPL,Apple Inc,1202,907000,M,1,S,128.84,50
ADBE,Adobe Systems Inc,2103,344000,M,2,B,109.9,0
ADI,Analog Devices Inc,3204,940000,M,3,S,76.31,0
ADP,Automatic Data Processing Inc,1105,379000,M,1,B,95.19,0
ADSK,Autodesk Inc,3206,194000,M,3,S,81.39,0
AKAM,Akamai Technologies Inc,3107,203000,M,3,B,68.74,0
ALXN,Alexion Pharmaceuticals Inc,1108,591000,M,1,B,132.24,0
AMAT,Applied Materials Inc,2209,913000,M,2,S,35.17,0
AMGN,Amgen Inc,2110,860000,M,2,B,160.23,0
AMZN,Amazon.com Inc,3111,206000,M,3,B,826.39,0
ATVI,Activision Blizzard Inc,3112,596000,M,3,B,40.27,0
AVGO,Broadcom Ltd,2213,716000,M,2,S,203.8,50
BBBY,Bed Bath & Beyond Inc,3214,950000,M,3,S,39.86,0
BIDU,Baidu Inc,1215,213000,M,1,S,173.9,0
BIIB,Biogen Inc,1216,712000,M,1,S,282,50
BMRN,Biomarin Pharmaceutical Inc,1117,788000,M,1,B,88.57,0
CA,CA Inc,2218,944000,M,2,S,30.93,50
CELG,Celgene Corp,1119,597000,M,1,B,121.31,0
CERN,Cerner Corp,3220,125000,M,3,S,54.02,0
CHKP,Check Point Software Technologies Ltd,1221,428000,M,1,S,97.98,0
CHTR,Charter Communications Inc,2122,737000,M,2,B,326.82,50
CMCSA,Comcast Corp,2123,788000,M,2,B,75.62,100
COST,Costco Wholesale Corp,2224,696000,M,2,S,168.92,0
CSCO,Cisco Systems Inc,1125,317000,M,1,B,30.48,0
CSX,CSX Corp,2226,445000,M,2,S,38.03,0
CTRP,Ctrip.Com International Ltd,3127,859000,M,3,B,42.96,0
CTSH,Cognizant Technology Solutions Corp,2128,431000,M,2,B,52.35,0
CTXS,Citrix Systems Inc,2129,363000,M,2,B,71.32,100
DISCA,Discovery Communications Inc,1130,672000,M,1,B,27.93,0
DISCK,Discovery Communications Inc,1231,454000,M,1,S,27.57,0
DISH,DISH Network Corp,1132,985000,M,1,B,61.09,0
DLTR,Dollar Tree Inc,2133,615000,M,2,B,76.53,50
EA,Electronic Arts,3134,687000,M,3,B,83.09,0
EBAY,eBay Inc,2235,990000,M,2,S,32.29,50
ESRX,Express Scripts Holding Co,3236,897000,M,3,S,69.22,100
EXPE,Expedia Inc,3137,928000,M,3,B,114.8,0
FAST,Fastenal Co,3138,491000,M,3,B,52.59,0
FB,Facebook,2239,495000,M,2,S,133.5,0
FISV,Fiserv Inc,3240,748000,M,3,S,105.43,100
FOX,21st Century Fox Class B,3241,515000,M,3,S,31.47,0
FOXA,21st Century Fox Class A,2142,325000,M,2,B,31.66,0
GILD,Gilead Sciences Inc,1143,144000,M,1,B,72.92,0
GOOG,Alphabet Class C,2244,225000,M,2,S,795.9,0
GOOGL,Alphabet Class A,3145,389000,M,3,B,815.25,100
HSIC,Henry Schein Inc,2246,221000,M,2,S,159.94,0
ILMN,Illumina Inc,2147,683000,M,2,B,161.6,0
INCY,Incyte Corp,1148,514000,M,1,B,124.42,0
INTC,Intel Corp,2249,319000,M,2,S,36.52,100
INTU,Intuit Inc,1150,821000,M,1,B,121.16,0
ISRG,Intuitive Surgical Inc,2151,385000,M,2,B,697.08,0
AAL,American Airlines Group Inc,1201,297000,M,1,S,40.51,100
AAPL,Apple Inc,1102,602000,M,1,B,124.8,100
ADBE,Adobe Systems Inc,2103,632000,M,2,B,113.43,100
ADI,Analog Devices Inc,1104,771000,M,1,B,76.15,0
ADP,Automatic Data Processing Inc,1205,271000,M,1,S,95.33,0
ADSK,Autodesk Inc,2206,985000,M,2,S,81.41,0
AKAM,Akamai Technologies Inc,1207,734000,M,1,S,68.89,0
ALXN,Alexion Pharmaceuticals Inc,3108,992000,M,3,B,132.25,0
AMAT,Applied Materials Inc,1109,353000,M,1,B,35.05,0
AMGN,Amgen Inc,1210,988000,M,1,S,159.94,0
AMZN,Amazon.com Inc,3111,303000,M,3,B,832.35,50
ATVI,Activision Blizzard Inc,3112,197000,M,3,B,40.31,0
AVGO,Broadcom Ltd,3113,582000,M,3,B,208.7,0
BBBY,Bed Bath & Beyond Inc,2114,505000,M,2,B,39.75,50
BIDU,Baidu Inc,3115,574000,M,3,B,173.87,100
BIIB,Biogen Inc,2116,880000,M,2,B,285.3,0
BMRN,Biomarin Pharmaceutical Inc,2117,342000,M,2,B,88.56,50
CA,CA Inc,2118,462000,M,2,B,34.46,0
CELG,Celgene Corp,3219,749000,M,3,S,117.44,0
CERN,Cerner Corp,2220,418000,M,2,S,54,0
CHKP,Check Point Software Technologies Ltd,2121,299000,M,2,B,97.95,100
CHTR,Charter Communications Inc,3222,932000,M,3,S,321.98,0
CMCSA,Comcast Corp,2123,113000,M,2,B,81.62,100
COST,Costco Wholesale Corp,1224,911000,M,1,S,161.88,0
CSCO,Cisco Systems Inc,3125,586000,M,3,B,30.52,0
CSX,CSX Corp,2126,946000,M,2,B,47.05,0
CTRP,Ctrip.Com International Ltd,3127,991000,M,3,B,42.95,0
CTSH,Cognizant Technology Solutions Corp,3128,467000,M,3,B,52.34,100
CTXS,Citrix Systems Inc,2229,465000,M,2,S,64.43,100
DISCA,Discovery Communications Inc,3230,244000,M,3,S,27.99,100
DISCK,Discovery Communications Inc,1231,816000,M,1,S,27.5,0
DISH,DISH Network Corp,2232,760000,M,2,S,61.18,0
DLTR,Dollar Tree Inc,2133,738000,M,2,B,72,0
EA,Electronic Arts,1234,593000,M,1,S,83.27,100
EBAY,eBay Inc,3135,191000,M,3,B,28.1,0
ESRX,Express Scripts Holding Co,2236,282000,M,2,S,71.13,0
EXPE,Expedia Inc,3237,728000,M,3,S,120.85,0
FAST,Fastenal Co,2238,319000,M,2,S,49.76,0
FB,Facebook,2239,224000,M,2,S,133.47,0
FISV,Fiserv Inc,3140,896000,M,3,B,99.4,100
FOX,21st Century Fox Class B,2141,574000,M,2,B,31.29,100
FOXA,21st Century Fox Class A,1142,667000,M,1,B,31.62,0
GILD,Gilead Sciences Inc,1243,506000,M,1,S,73.02,0
GOOG,Alphabet Class C,1244,978000,M,1,S,795.83,0
GOOGL,Alphabet Class A,3245,892000,M,3,S,816.24,0
HSIC,Henry Schein Inc,2246,858000,M,2,S,160.02,0
ILMN,Illumina Inc,3247,703000,M,3,S,161.72,0
INCY,Incyte Corp,1148,108000,M,1,B,124.43,0
INTC,Intel Corp,1249,805000,M,1,S,31.51,50
INTU,Intuit Inc,3150,129000,M,3,B,117.67,100
ISRG,Intuitive Surgical Inc,3251,519000,M,3,S,697.15,0
AAL,American Airlines Group Inc,3201,439000,M,3,S,37.08,0
AAPL,Apple Inc,1202,198000,M,1,S,120.85,50
ADBE,Adobe Systems Inc,3103,533000,M,3,B,106.45,0
ADI,Analog Devices Inc,2104,146000,M,2,B,76.18,0
ADP,Automatic Data Processing Inc,3205,604000,M,3,S,95.33,0
ADSK,Autodesk Inc,3206,245000,M,3,S,81.4,100
AKAM,Akamai Technologies Inc,1107,611000,M,1,B,68.72,0
ALXN,Alexion Pharmaceuticals Inc,1108,967000,M,1,B,132.25,0
AMAT,Applied Materials Inc,1209,367000,M,1,S,35.17,0
AMGN,Amgen Inc,2110,338000,M,2,B,159.83,50
AMZN,Amazon.com Inc,1211,422000,M,1,S,829.51,0
ATVI,Activision Blizzard Inc,1212,739000,M,1,S,40.37,0
AVGO,Broadcom Ltd,1113,422000,M,1,B,203.7,50
BBBY,Bed Bath & Beyond Inc,2214,204000,M,2,S,40.95,0
BIDU,Baidu Inc,3115,559000,M,3,B,171.89,0
BIIB,Biogen Inc,2116,841000,M,2,B,281.79,100
BMRN,Biomarin Pharmaceutical Inc,2117,826000,M,2,B,88.56,0
CA,CA Inc,1118,630000,M,1,B,31,0
CELG,Celgene Corp,3119,249000,M,3,B,117.21,50
CERN,Cerner Corp,3220,596000,M,3,S,54.05,50
CHKP,Check Point Software Technologies Ltd,3121,813000,M,3,B,100.94,0
CHTR,Charter Communications Inc,2222,828000,M,2,S,327.03,0
CMCSA,Comcast Corp,1123,158000,M,1,B,81.61,0
COST,Costco Wholesale Corp,3124,246000,M,3,B,161.83,0
CSCO,Cisco Systems Inc,1125,347000,M,1,B,30.55,100
CSX,CSX Corp,3226,305000,M,3,S,47.1,50
CTRP,Ctrip.Com International Ltd,3127,939000,M,3,B,42.95,100
CTSH,Cognizant Technology Solutions Corp,3228,392000,M,3,S,45.47,0
CTXS,Citrix Systems Inc,2129,331000,M,2,B,64.37,0
DISCA,Discovery Communications Inc,1230,952000,M,1,S,36.97,0
DISCK,Discovery Communications Inc,2131,357000,M,2,B,27.41,0
DISH,DISH Network Corp,3232,380000,M,3,S,61.29,0
DLTR,Dollar Tree Inc,1133,153000,M,1,B,76.52,0
EA,Electronic Arts,1134,325000,M,1,B,86.09,0
EBAY,eBay Inc,1235,542000,M,1,S,32.16,50
ESRX,Express Scripts Holding Co,2136,709000,M,2,B,68.97,0
EXPE,Expedia Inc,1137,337000,M,1,B,120.81,0
FAST,Fastenal Co,3138,558000,M,3,B,49.65,0
FB,Facebook,3239,650000,M,3,S,133.36,0
FISV,Fiserv Inc,3240,133000,M,3,S,99.58,0
FOX,21st Century Fox Class B,2141,903000,M,2,B,24.34,50
FOXA,21st Century Fox Class A,2142,465000,M,2,B,31.62,0
GILD,Gilead Sciences Inc,1143,301000,M,1,B,72.95,0
GOOG,Alphabet Class C,3144,865000,M,3,B,795.69,0
GOOGL,Alphabet Class A,1245,518000,M,1,S,815.39,0
HSIC,Henry Schein Inc,2146,208000,M,2,B,159.92,0
ILMN,Illumina Inc,1147,389000,M,1,B,161.65,0
INCY,Incyte Corp,1248,755000,M,1,S,124.45,0
INTC,Intel Corp,2149,239000,M,2,B,34.03,0
INTU,Intuit Inc,1150,404000,M,1,B,124.65,0
ISRG,Intuitive Surgical Inc,2151,120000,M,2,B,697.06,0
AAL,American Airlines Group Inc,1101,997000,M,1,B,43.91,0
AAPL,Apple Inc,2202,368000,M,2,S,124.85,100
ADBE,Adobe Systems Inc,3103,821000,M,3,B,113.46,0
ADI,Analog Devices Inc,3104,395000,M,3,B,76.22,0
ADP,Automatic Data Processing Inc,3205,144000,M,3,S,95.35,0
ADSK,Autodesk Inc,3106,237000,M,3,B,81.25,100
AKAM,Akamai Technologies Inc,2107,966000,M,2,B,68.68,0
ALXN,Alexion Pharmaceuticals Inc,3108,630000,M,3,B,132.21,0
AMAT,Applied Materials Inc,3109,103000,M,3,B,35.05,0
AMGN,Amgen Inc,1210,861000,M,1,S,160.37,0
AMZN,Amazon.com Inc,3211,115000,M,3,S,832.37,0
ATVI,Activision Blizzard Inc,2212,125000,M,2,S,40.45,0
AVGO,Broadcom Ltd,1213,386000,M,1,S,208.74,0
BBBY,Bed Bath & Beyond Inc,1114,667000,M,1,B,39.76,0
BIDU,Baidu Inc,2215,807000,M,2,S,173.88,0
BIIB,Biogen Inc,3216,549000,M,3,S,288.86,0
BMRN,Biomarin Pharmaceutical Inc,2117,429000,M,2,B,88.55,0
CA,CA Inc,2118,186000,M,2,B,31.03,0
CELG,Celgene Corp,3219,382000,M,3,S,119.46,0
CERN,Cerner Corp,3220,490000,M,3,S,58.01,50
CHKP,Check Point Software Technologies Ltd,1221,296000,M,1,S,98.04,0
CHTR,Charter Communications Inc,2222,333000,M,2,S,326.92,0
CMCSA,Comcast Corp,1123,555000,M,1,B,75.61,0
COST,Costco Wholesale Corp,2224,371000,M,2,S,161.85,100
CSCO,Cisco Systems Inc,2125,427000,M,2,B,37.59,100
CSX,CSX Corp,2126,623000,M,2,B,42.65,0
CTRP,Ctrip.Com International Ltd,1227,562000,M,1,S,52.96,0
CTSH,Cognizant Technology Solutions Corp,3228,905000,M,3,S,52.35,0
CTXS,Citrix Systems Inc,3129,299000,M,3,B,71.38,0
DISCA,Discovery Communications Inc,2230,380000,M,2,S,28.13,0
DISCK,Discovery Communications Inc,2131,981000,M,2,B,27.46,0
DISH,DISH Network Corp,2232,447000,M,2,S,61.22,50
DLTR,Dollar Tree Inc,1233,476000,M,1,S,76.58,0
EA,Electronic Arts,2234,818000,M,2,S,83.18,50
EBAY,eBay Inc,2235,904000,M,2,S,28.16,0
ESRX,Express Scripts Holding Co,3236,620000,M,3,S,69.13,50
EXPE,Expedia Inc,3137,925000,M,3,B,120.86,0
FAST,Fastenal Co,1138,300000,M,1,B,49.65,0
FB,Facebook,3139,123000,M,3,B,133.29,0
FISV,Fiserv Inc,3240,507000,M,3,S,105.58,0
FOX,21st Century Fox Class B,3141,742000,M,3,B,27.87,0
FOXA,21st Century Fox Class A,2142,352000,M,2,B,31.62,0
GILD,Gilead Sciences Inc,3143,217000,M,3,B,72.93,50
GOOG,Alphabet Class C,2244,133000,M,2,S,795.72,0
GOOGL,Alphabet Class A,3245,749000,M,3,S,815.37,0
HSIC,Henry Schein Inc,3146,578000,M,3,B,159.88,0
ILMN,Illumina Inc,1247,688000,M,1,S,161.81,0
INCY,Incyte Corp,1148,818000,M,1,B,124.44,100
INTC,Intel Corp,3149,870000,M,3,B,36.55,0
INTU,Intuit Inc,2250,574000,M,2,S,117.89,0
ISRG,Intuitive Surgical Inc,2151,559000,M,2,B,697.07,0
AAL,American Airlines Group Inc,2101,202000,M,2,B,43.89,0
AAPL,Apple Inc,2102,283000,M,2,B,120.85,0
ADBE,Adobe Systems Inc,3203,401000,M,3,S,113.49,0
ADI,Analog Devices Inc,2104,642000,M,2,B,76.21,0
ADP,Automatic Data Processing Inc,3205,434000,M,3,S,95.51,50
ADSK,Autodesk Inc,1106,280000,M,1,B,81.22,0
AKAM,Akamai Technologies Inc,3207,200000,M,3,S,68.7,0
ALXN,Alexion Pharmaceuticals Inc,2208,463000,M,2,S,132.21,0
AMAT,Applied Materials Inc,3209,200000,M,3,S,35.13,0
AMGN,Amgen Inc,2210,359000,M,2,S,160.03,50
AMZN,Amazon.com Inc,2111,301000,M,2,B,832.37,0
ATVI,Activision Blizzard Inc,1212,192000,M,1,S,40.46,0
AVGO,Broadcom Ltd,2213,483000,M,2,S,203.69,0
BBBY,Bed Bath & Beyond Inc,2214,633000,M,2,S,39.85,50
BIDU,Baidu Inc,2215,270000,M,2,S,173.92,50
BIIB,Biogen Inc,1216,713000,M,1,S,281.97,100
BMRN,Biomarin Pharmaceutical Inc,2117,220000,M,2,B,88.52,0
CA,CA Inc,3118,438000,M,3,B,31.08,100
CELG,Celgene Corp,3119,953000,M,3,B,117.24,0
CERN,Cerner Corp,3220,861000,M,3,S,58.09,0
CHKP,Check Point Software Technologies Ltd,2121,906000,M,2,B,97.95,100
CHTR,Charter Communications Inc,2222,513000,M,2,S,327.1,50
CMCSA,Comcast Corp,1123,694000,M,1,B,75.58,0
COST,Costco Wholesale Corp,1124,755000,M,1,B,168.82,0
CSCO,Cisco Systems Inc,2225,531000,M,2,S,37.76,50
CSX,CSX Corp,1126,407000,M,1,B,47.2,100
CTRP,Ctrip.Com International Ltd,2227,414000,M,2,S,42.96,0
CTSH,Cognizant Technology Solutions Corp,3128,234000,M,3,B,52.36,0
CTXS,Citrix Systems Inc,2229,258000,M,2,S,71.41,0
DISCA,Discovery Communications Inc,1230,643000,M,1,S,28.13,50
DISCK,Discovery Communications Inc,3131,709000,M,3,B,27.43,0
DISH,DISH Network Corp,3132,240000,M,3,B,66.14,0
DLTR,Dollar Tree Inc,3133,748000,M,3,B,76.52,0
EA,Electronic Arts,1134,197000,M,1,B,84.6,100
EBAY,eBay Inc,2135,919000,M,2,B,32.06,0
ESRX,Express Scripts Holding Co,1236,806000,M,1,S,70.06,0
EXPE,Expedia Inc,1137,675000,M,1,B,120.88,0
FAST,Fastenal Co,3138,102000,M,3,B,49.62,0
FB,Facebook,3139,507000,M,3,B,133.29,100
FISV,Fiserv Inc,3140,951000,M,3,B,105.44,100
FOX,21st Century Fox Class B,3141,719000,M,3,B,31.36,100
FOXA,21st Century Fox Class A,1242,218000,M,1,S,31.66,0
GILD,Gilead Sciences Inc,2143,330000,M,2,B,75.88,0
GOOG,Alphabet Class C,2244,948000,M,2,S,795.78,0
GOOGL,Alphabet Class A,2145,434000,M,2,B,815.2,0
HSIC,Henry Schein Inc,3146,671000,M,3,B,159.88,100
ILMN,Illumina Inc,2147,908000,M,2,B,161.59,100
INCY,Incyte Corp,2148,958000,M,2,B,134.43,0
INTC,Intel Corp,3249,946000,M,3,S,36.65,0
INTU,Intuit Inc,2250,141000,M,2,S,117.8,0
ISRG,Intuitive Surgical Inc,1151,716000,M,1,B,697.04,0
AAL,American Airlines Group Inc,2201,751000,M,2,S,44.01,0
AAPL,Apple Inc,2102,130000,M,2,B,128.87,0
ADBE,Adobe Systems Inc,3103,959000,M,3,B,113.52,0
ADI,Analog Devices Inc,3104,666000,M,3,B,76.21,0
ADP,Automatic Data Processing Inc,3205,888000,M,3,S,99.91,0
ADSK,Autodesk Inc,3106,388000,M,3,B,81.18,100
AKAM,Akamai Technologies Inc,2207,588000,M,2,S,68.86,0
ALXN,Alexion Pharmaceuticals Inc,1108,428000,M,1,B,132.19,0
AMAT,Applied Materials Inc,1209,413000,M,1,S,35.08,0
AMGN,Amgen Inc,1210,224000,M,1,S,160.45,50
AMZN,Amazon.com Inc,1111,194000,M,1,B,832.35,0
ATVI,Activision Blizzard Inc,3112,565000,M,3,B,40.35,0
AVGO,Broadcom Ltd,3213,252000,M,3,S,203.85,0
BBBY,Bed Bath & Beyond Inc,3114,603000,M,3,B,40.73,0
BIDU,Baidu Inc,3115,454000,M,3,B,172.88,50
BIIB,Biogen Inc,2116,232000,M,2,B,288.82,0
BMRN,Biomarin Pharmaceutical Inc,3117,370000,M,3,B,88.54,0
CA,CA Inc,2118,645000,M,2,B,38.11,100
CELG,Celgene Corp,3119,827000,M,3,B,117.21,0
CERN,Cerner Corp,3120,879000,M,3,B,54.02,0
CHKP,Check Point Software Technologies Ltd,1221,717000,M,1,S,101,50
CHTR,Charter Communications Inc,2122,299000,M,2,B,321.89,0
CMCSA,Comcast Corp,3223,525000,M,3,S,75.72,50
COST,Costco Wholesale Corp,2124,207000,M,2,B,161.85,0
CSCO,Cisco Systems Inc,1125,360000,M,1,B,34.09,0
CSX,CSX Corp,1126,205000,M,1,B,38.22,0
CTRP,Ctrip.Com International Ltd,3127,625000,M,3,B,42.91,0
CTSH,Cognizant Technology Solutions Corp,1228,562000,M,1,S,52.5,0
CTXS,Citrix Systems Inc,2129,645000,M,2,B,71.4,0
DISCA,Discovery Communications Inc,1230,307000,M,1,S,32.6,0
DISCK,Discovery Communications Inc,2131,749000,M,2,B,27.44,0
DISH,DISH Network Corp,1232,805000,M,1,S,61.21,0
DLTR,Dollar Tree Inc,3133,151000,M,3,B,76.48,0
EA,Electronic Arts,1134,970000,M,1,B,86.07,0
